Title,Summary,Time
Ανεστάλη η απεργία της ΠΕΝΕΝ - Κανονικά τα δρομολόγια των πλοίων," H Πανελλήνια Ενωση Ναυτών Εμπορικού Ναυτικού προχώρησε σε μετατροπή της 24ωρης απεργίας σε στάση εργασίας, διαμαρτυρόμενη ενάντια στο εργασιακό ν/σ","03.06.2021, 08:35"
Παράνομη έκρινε το δικαστήριο την απεργία των ναυτεργατών - Αμετακίνητη η ΠΕΝΕΝ, Το σωματείο καλεί όλους τους ναυτεργάτες να δώσουν αγωνιστικό παρόν στο κάλεσμα της στις 5 το πρωί στο λιμάνι του Πειραιά απέναντι από τον Ηλεκτρικό Σταθμό.,"02.06.2021, 21:23"
Η κατάργηση της προστασίας από τις απολύσεις στο εργασιακό νομοσχέδιο," Στο εργασιακό νομοσχέδιο υπάρχουν διατάξεις που δεν έχουν λάβει τη δέουσα προσοχή σε μια δημοκρατική διαδικασία διαλόγου, με χαρακτηριστικότερες όλων...","02.06.2021, 14:40"
"Διακυβέρνηση Μητσοτάκη, Ανεξάρτητες Αρχές, κομματικοποίηση του κράτους"," H κυβέρνηση επί δύο χρόνια επιδίδεται σε μία διαρκή και απροκάλυπτη προσπάθεια υποβάθμισης, ελέγχου και χειραγώγησης των Ανεξάρτητων Αρχών.","02.06.2021, 14:23"
ΓΣΕΕ: Κυβέρνηση και υπουργείο «νίπτουν τα χείρας τους» για την εργασιακή δυστοπία," Για στοχευμένες νομικές κατασκευές και επικίνδυνες ιδεολογικές ακροβασίες κάνει λόγο το ανώτατο συνδικαλιστικό όργανο των εργαζομένων, ανακοινώνοντας επίσημα την απεργία της 10ης Ιουνίου.","02.06.2021, 14:02"
Κρήτη: Σε κινητοποιήσεις οι εκπαιδευτικοί ενάντια στο εργασιακό νομοσχέδιο, Κάλεσμα συμμετοχής στις κινητοποιήσεις που διοργανώνονται ενάντια στο νομοσχέδιο της κυβέρνησης για τα εργασιακά απευθύνει με ανακοίνωση της ΕΛΜΕ Χανίων καθώς και σύλλογοι εκπαιδευτικών του Ηρακλείου.,"02.06.2021, 09:34"
ΠΑΜΕ: Δε θα επικυρώσουμε τον διαλυτικό τους σχεδιασμό," «Oι εργαζόμενοι και τα σωματεία τους, να προσπεράσουν την ηγεσία της ΓΣΕΕ που βρίσκεται σε διατεταγμένη υπηρεσία στη διάθεση της κυβέρνησης και των εργοδοτικών ενώσεων» σημειώνει το Πανεργατικό Αγωνιστικό...","01.06.2021, 10:23"
Εκθετοι Μητσοτάκης - Χρυσοχοΐδης μπροστά στην έξαρση της εγκληματικότητας," λλού το έγκλημα, αλλού η αστυνομία / Ενα πολιτικό «ναυάγιο» ύψους 750.000 ευρώ/ Ελληνοτουρκικά: Εδωσαν ραντεβού για τις 14 Ιουνίου / Συντονισμένη απεργιακή αντίδραση στις 10 Ιουνίου / Οι Γερμανοί ξανάρχονται...","01.06.2021, 07:30"
Η επιστολή των 41 Εργατικών Κέντρων κατά της ελάχιστης βάσης εισαγωγής στα ΑΕΙ," Κοινό μέτωπο υπέρ της ισότιμης παιδείας, από την ΟΙΕΛΕ και 41 Εργατικά Κέντρα, που με επιστολή τους ζητούν από την Πρόεδρο της Δημοκρατίας Κατερίνα Σακελλαροπούλου, να μην εφαρμοστεί ο «κόφτης».","31.05.2021, 20:49"
Με κοινό βηματισμό οι απεργίες των ΓΣΕΕ και ΑΔΕΔΥ," Απέναντι στο εργασιακό νομοσχέδιο που προωθεί η κυβέρνηση, ΓΣΕΕ και ΑΔΕΔΥ ενώνουν τις φωνές τους, καθώς θα πραγματοποιήσουν απεργιακές κινητοποιήσεις την ίδια ημέρα, δηλαδή στις 10 Ιουνίου. ","31.05.2021, 20:03"
Χημικά και ξύλο έξω από το Υπουργείο Εργασίας," Σε μια συμβολική κίνηση, οι οικοδόμοι έριξαν τσιμέντο στην είσοδο του Υπουργείο Εργασίας, με τις αστυνομικές δυνάμεις να απαντούν με χρήση χημικών. ","31.05.2021, 19:11"
Αλ. Τσίπρας: Η κυβέρνηση έχει κηρύξει τον πόλεμο στον κόσμο της εργασίας, Περιοδειών συνέχεια για τον πρόεδρο του ΣΥΡΙΖΑ-Π.Σ. Αλέξη Τσίπρα ο οποίος επισκέπτεται τη Χαλκίδα με πρώτο σταθμό την Ένωση Εργαζομένων της ΛΑΡΚΟ. Σφοδρή επίθεση στην κυβέρνηση Μητσοτάκη για την πολιτική της...,"31.05.2021, 14:02"
Μέτωπο της εργασίας υπέρ ισότιμης παιδείας, «Από φέτος αρχίζει να λειτουργεί ο «κόφτης» της Ελάχιστης Βάσης Εισαγωγής στην τριτοβάθμια εκπαίδευση που θα αφήσει εκτός Πανεπιστημίου τουλάχιστον 20-25 χιλιάδες μαθητές.,"31.05.2021, 13:46"
Ζήτησε αλλαγή πόστου με γνωμάτευση γιατρού και τον απέλυσαν," Σε μια καταγγελία που θα συζητηθεί προχωρά το Εργατοϋπαλληλικό Κέντρο Ελευσίνας – Δυτικής Αττικής. Σύμφωνα με το ΕΚΕ-ΔΑ εταιρεία, που δραστηριοποιείται στον Ασπρόπυργο, «έστειλε 4μηνη προειδοποίηση απόλυσης»...","31.05.2021, 11:19"
Στη Χαλκίδα ο Αλέξης Τσίπρας, Θα μιλήσει με καταστηματάρχες και πολίτες και θα βρεθεί στο πλευρό των εργαζομένων της ΛΑΡΚΟ ● Μαζί του και ο Συμεών Κεδίκογλου.,"31.05.2021, 09:39"
Μια αναγκαία συνάντηση Παιδείας και εργασίας," Δεκάδες τμήματα ΑΕΙ και ΤΕΙ απειλούνται με κλείσιμο ελλείψει φοιτητών, με ποικίλες παρενέργειες στις τοπικές κοινωνίες.","31.05.2021, 09:10"
Κίνηση επιστημόνων υπέρ των εργατικών κεκτημένων," «Πρωτοβουλία για την Υπεράσπιση της Εργασίας» ονομάζουν δεκάδες ιστορικοί, κοινωνιολόγοι, οικονομολόγοι, πολιτικοί επιστήμονες, ανθρωπολόγοι της εργασίας και ερευνητές τη σειρά δράσεων που αναλαμβάνουν για την...","31.05.2021, 06:00"
«Δεν συμβαίνουν πλέον ιστορίες», Ο Πρόδρομος Τσινικόρης με την παράσταση «(Somewhere) beyond the cherry trees» ανοίγει το φετινό Φεστιβάλ Αθηνών και μιλά στην «Εφ.Συν.» για τη τέχνη και το θέατρο.,"30.05.2021, 18:12"
ΚΚΕ: Για το εργασιακό έκτρωμα Χατζηδάκη φταίει και η Ε.Ε.!," Δεν είναι η πρώτη φορά που στο στόχαστρο της κριτικής του ΚΚΕ μπαίνει η Ε.Ε. Μπορεί να παίρνει μέρος στις ευρωεκλογές και να βγάζει και ευρωβουλευτές, ωστόσο το Κόμμα έχει σαφή θέση και αυτή είναι ενάντια στην...","30.05.2021, 06:00"
Ν. Φίλης: Άρχισαν τα όργανα για την κυβέρνηση...," «Γιατί χρειάστηκε ορυμαγδός κυβερνητικών δηλώσεων για να απαντήσουν στο πρωτοσέλιδο δημοσίευμα της εφημερίδας ΤΑ ΝΕΑ, σύμφωνα με το οποίο παγώνει η ίδρυση της Πανεπιστημιακής Αστυνομίας ''για να εξασφαλιστεί η...","28.05.2021, 17:19"
Μαζικά καλέσματα για συμμετοχή στην 24ωρη απεργία κατά του αντεργατικού νομοσχεδίου," Δυναμική αντίδραση στο νομοσχέδιο του υπουργείου Εργασίας, που θέτει στο στόχαστρο βασικά εργασιακά δικαιώματα, όπως το 8ωρο, το δικαίωμα στην απεργία, αλλά και η συνδικαλιστική εκπροσώπηση των εργαζομένων,...","28.05.2021, 15:44"
"Αλ. Τσίπρας: Θρασύδειλος, αμετανόητος και δημαγωγός ο Κ. Μητσοτάκης", Με πολύ επιθετικό ύφος η απάντηση Τσίπρα στη χθεσινή ομιλία Μητσοτάκη και στην άρνησή του να απαντήσει για τη μείωση χιλιάδων εισακτέων στα ΑΕΙ,"28.05.2021, 10:50"
Διαλύουν την Επιθεώρηση Εργασίας, Τη σκόπιμη υποβάθμιση των ελεγκτικών μηχανισμών από την κυβέρνηση επισήμανε ο Αλέξης Τσίπρας στη χτεσινή συνάντηση με τους εργαζομένους του υπουργείου Εργασίας και τους επιθεωρητές του ΣΕΠΕ.,"28.05.2021, 06:00"
Τσίπρας: Συνειδητή κυβερνητική επιλογή η υποβάθμιση της επιθεώρησης εργασίας, Αλ. Τσίπρας: έντονη ανησυχία για τις προθέσεις της κυβέρνησης με το νέο εργασιακό νομοσχέδιο και για την υποβάθμιση του έργου του ΣΕΠΕ.,"27.05.2021, 14:33"
«Θα σας ταράξουμε... στον έλεγχο»," Αυστηρό μήνυμα στην κυβέρνηση και τον πρωθυπουργό έστειλε ο Αλέξης Τσίπρας, μιλώντας στην Κ.Ο. του ΣΥΡΙΖΑ-Π.Σ. και έκανε λόγο για «ιδιότυπο κοινοβουλευτικό πραξικόπημα» και «αλλοίωση των συνταγματικών...","27.05.2021, 06:00"
Σφυροκόπημα Τσίπρα στην κυβέρνηση , Ανέβασε τους τόνους ο αρχηγός της αξιωματικής αντιπολίτευσης στην πρώτη δια ζώσης κοινοβουλευτική ομάδα του ΣΥΡΙΖΑ-Π.Σ..,"26.05.2021, 19:42"
Νομοθετικό έργο σε συνθήκες κορονοϊού," Το ολικό ή μερικό απαγορευτικό που έχει επιβληθεί λόγω της περιόδου πανδημίας έχει προκαλέσει δυσλειτουργία σε διάφορες κοινωνικές διεργασίες· μεταξύ άλλων στον οικονομικό, εργασιακό, εκπαιδευτικό τομέα, αλλά...","26.05.2021, 16:00"
Σε καθεστώς γαλέρας οι εργολαβικοί στο ΕΚΠΑ," Εδιωξαν εργαζόμενο γιατί αποτόλμησε να πάρει τρεις μέρες αναρρωτική άδεια ● Η υπόθεση έφτασε στην Επιθεώρηση Εργασίας, όπου αποκαλύφθηκε παρακράτηση επιδομάτων αδείας ● Υβρεις και απειλές συμπληρώνουν την...","26.05.2021, 11:55"
ΓΣΕΕ: «Βορά στην εργοδοσία οι εργαζόμενοι», Τα βασικά σημεία της κριτικής στο εργασιακό σχέδιο νόμου και ειδικότερα σε διατάξεις που «αποδιαρθρώνουν το εργατικό δίκαιο και τη συλλογική αυτονομία» ● Αύριο οι αποφάσεις για κινητοποιήσεις.,"26.05.2021, 11:48"
Ετοιμοπόλεμη δηλώνει η ΓΣΕΕ για το εργασιακό ν/σ," Αν δεν παρθούν πίσω οι αντεργατικές διατάξεις και δεν λάβει υπόψη ο υπουργός Εργασίας τις τεκμηριωμένες θέσεις των νομικών της ΓΣΕΕ,  η οργάνωση θα ζητήσει την απόσυρση του σχεδίου νόμου για το εργασιακό.","25.05.2021, 19:45"
Η «μεσαία τάξη» και η Αριστερά, Είναι γνωστό πως ο «μεσαίος χώρος» αποτελεί πολιτικά ιδιαίτερα πολύφερνη νύφη -και ιδίως όταν το θέμα μας είναι οι εκλογές.,"25.05.2021, 16:00"
Παρωδία η διαβούλευση για τον κατώτατο μισθό," Σε παρωδία, όπως ήταν αναμενόμενο, εξελίχθηκε χθες η προφορική διαβούλευση μεταξύ των εκπροσώπων των εργοδοτικών οργανώσεων και της ΓΣΕΕ για τον καθορισμό του νέου κατώτατου μισθού.","25.05.2021, 06:00"
«Κυβερνητική λαίλαπα» καταγγέλλει το ΚΙΝ.ΑΛΛ., Τις παραδοσιακές και διαχρονικά προνομιακές σχέσεις που είχε το ΠΑΣΟΚ με τα συνδικάτα και τους εργαζόμενους για πολλές δεκαετίες επιχειρούν να οικοδομήσουν εκ νέου η Φώφη Γεννηματά και το Κίνημα Αλλαγής....,"25.05.2021, 06:00"
Διαβούλευση - παρωδία για τον κατώτατο μισθό, Δεδομένη ήταν εξαρχής η άρνηση όλων των εργοδοτών να αποδεχτούν την ανάγκη βελτίωσης των κατώτατων ορίων.,"24.05.2021, 21:49"
Δημοσκόπηση: Διαφωνούν οι πολίτες με το εργασιακό ν/σ και τα μέτρα για την πανδημία, Ακόμα μια δημοσκόπηση καταγράφει την αντίθεση της πλειονότητας των ερωτηθέντων πολιτών για σημαντικές επιλογές τις οποίες υλοποίησε ή δρομολογεί η κυβέρνηση της Νέας Δημοκρατίας. ,"24.05.2021, 21:00"
Η επιστολή της ΔΑΣ (ΠΑΜΕ) και η απάντηση της «Εφ.Συν.», Με αφορμή το ρεπορτάζ της εφημερίδας μας για το συνδικαλιστικό παρασκήνιο της ανακοίνωσης της ΓΣΕΕ για το εργασιακό νομοσχέδιο.,"24.05.2021, 20:25"
Η εργασία στην εποχή των «αρίστων», Τι κάνει τώρα η κυβέρνηση με το «έκτρωμα» που θέλει να επιβάλει; Θέτει τους εργαζόμενους που βρίσκονται στη βάση -ή κοντά στη βάση- της εργασίας σε ομηρία.,"24.05.2021, 16:00"
"ΑΔΕΔΥ: Συλλαλητήριο την Τετάρτη, 26 Μαΐου, στα Προπύλαια"," Όπως αναφέρει η ΑΔΕΔΥ,το νομοσχέδιο, «μεταξύ άλλων, καταργεί το 8ωρο και τις συλλογικές συμβάσεις εργασίας, ποινικοποιεί τη συνδικαλιστική δράση και φαλκιδεύει το δικαίωμα στην απεργία».","24.05.2021, 15:32"
KKE: Να μην περάσει το αντεργατικό έκτρωμα!, Με σύνθημα «Είναι ώρα ευθύνης και μάχης!» το ΚΚΕ έχει προγραμματίσει μέσα στην εβδομάδα μαζικές κινητοποιήσεις σε όλη την Ελλάδα.,"24.05.2021, 12:55"
Μπουρλότο από τον εφοπλιστή Πάνο Λασκαρίδη στο Μαξίμου," Αλλά πέρα από τις αναταράξεις στην κυβέρνηση, ορατές έγιναν και συγκρούσεις στους εφοπλιστικούς κόλπους με αφορμή τις δηλώσεις αυτές. Εξ ου και οι πληροφορίες που λένε ότι άλλοι εφοπλιστές δηλώνουν...","24.05.2021, 11:12"
Εξορμήσεις παντού από τον ΣΥΡΙΖΑ," Ημερήσια επίσκεψη στον νομό Ηλείας πραγματοποιεί σήμερα ο πρόεδρος του ΣΥΡΙΖΑ-Π.Σ. Αλέξης Τσίπρας και θα έχει συναντήσεις με αυτοδιοικητικούς παράγοντες, φορείς της αγοράς αλλά και εργαζόμενους σε...","24.05.2021, 09:56"
Κοινό μέτωπο με συνδικάτα και εργαζομένους," Τα εργασιακά βρίσκονται αυτές τις ημέρες στην αιχμή του δόρατος της αντιπολιτευτικής τακτικής του Κινήματος Αλλαγής, στο οποίο ως γνωστόν έχουν πάρει κατηγορηματική θέση ενάντια στο προωθούμενο νομοσχέδιο της...","24.05.2021, 09:01"
Το παρασκήνιο για την επικοινωνιακή «αυστηρότητα» κατά των τραπεζών," Οι τράπεζες φαίνεται να είναι απρόθυμες να ρυθμίσουν μαζικά «κόκκινα» δάνεια, τη στιγμή μάλιστα που το πρόγραμμα πριμοδοτεί με μεγαλύτερα ποσοστά επιδότησης τα ενήμερα.","23.05.2021, 17:31"
Εύφλεκτη ύλη κοινωνικών συγκρούσεων και αδιέξοδων εντάσεων, Η κυβέρνηση ανοίγει τον δρόμο σε δικαστικές αντιδικίες με ένα νόμο αντεργατικό αλλά πολλαπλώς ευάλωτο στον διάχυτο δικαστικό έλεγχο συνταγματικότητας.,"23.05.2021, 10:32"
Εκκωφαντική κυβερνητική σιωπή για τις προσβλητικές δηλώσεις εφοπλιστή," Σιγή από τον υπουργό Ναυτιλίας, πυρ ομαδόν από την αντιπολίτευση. Διευκρινίσεις Λασκαρίδη και μίνι εφοπλιστικός εμφύλιος μέσων των Νέων.","22.05.2021, 18:54"
«Κ. Μητσοτάκης και ΝΔ συστηματικά αφαιρούν ή υπονομεύουν τα εργασιακά δικαιώματα», Σφοδρή επίθεση της προέδρου του Κινήματος Αλλαγής στην κυβέρνηση με αφορμή το εργασιακό νομοσχέδιο Χατζηδάκη. Η Φώφη Γεννηματά συζήτησε τις ρυθμίσεις του νέου εργασιακού νομοσχεδίου μέσω τηλεδιάσκεψης με 30...,"22.05.2021, 16:34"
Από 50 σε 120 αυξάνονται οι βουλευτές που συμμετέχουν στις εργασίες της Βουλής," Μικρή υποχώρηση από τον πρόεδρο της Βουλής, Κώστα Τασούλα, που γνωστοποίησε ότι θα υπερδιπλασιαστεί ο αριθμός των βουλευτών που συμμετέχουν στην Ολομέλεια.","22.05.2021, 14:11"
Βέλη ΣΥΡΙΖΑ κατά Πλακιωτάκη μετά τις προσβλητικές δηλώσεις εφοπλιστή ," Αντιδράσεις προκαλεί η ξεκάθαρη αμηχανία του Γιάννη Πλακιωτάκη στο βίντεο με τις προσβολές Έλληνα εφοπλιστή, με τον ΣΥΡΙΖΑ να στηλιτεύσει τη στάση του υπουργού Ναυτιλίας.","21.05.2021, 20:55"
Μαζί με τους εργαζόμενους των ΟΤΑ ενάντια στο εργασιακό νομοσχέδιο," Επειδή έχουν γραφτεί πολλά για το εργασιακό νομοσχέδιο στο σύνολό του, θα επιμείνω στην παγίωση της τηλεργασίας, που αποτελεί τον Δούρειο Ιππο ώστε η κυβέρνηση να εφαρμόσει πλήρως το αντεργατικό και...","21.05.2021, 16:00"
Για ένταση της εργασιακής ζούγκλας μιλά η ΓΣΕΕ, Στη διαβούλευση με τον Κ. Χατζηδάκη τα περισσότερα μέλη του προεδρείου διαφώνησαν με όλες τις επίμαχες διατάξεις του σχεδίου νόμου ● Η ΓΣΕΕ προανήγγειλε συνεδρίαση των οργάνων της «για να λάβουν αποφάσεις για...,"21.05.2021, 11:50"
Ο Όμιλος FOURLIS υπογράφει την Χάρτα Διαφορετικότητας," Η «Χάρτα Διαφορετικότητας» είναι μία πρωτοβουλία της Ευρωπαϊκής Επιτροπής, που στη χώρα μας υλοποιείται από το ΚΕΑΝ, και αποσκοπεί στο να ενθαρρύνει...","21.05.2021, 11:45"
Η AstraZeneca απέσπασε την κορυφαία διάκριση «Winner» στα Health & Safety Awards 2021," Με κεντρικό μήνυμα «Η Δύναμη του μΑΖί», ανέλαβε δυναμικές πρωτοβουλίες για τη δημιουργία ενός υγειούς και ασφαλούς εργασιακού περιβάλλοντος για τους...","21.05.2021, 11:15"
Μαύρα σενάρια για τις συντάξεις, Προτάσεις-φωτιά για το συνταξιοδοτικό αλλά σε βάθος... 50ετίας περιέχει η Πράσινη Βίβλος της Κομισιόν για τη δημογραφική γήρανση που έχει κατατεθεί για διαβούλευση από τον Ιανουάριο του 2021.,"21.05.2021, 06:00"
Αλ. Τσίπρας: Βάλτε τέρμα στην καραντίνα της δημοκρατίας," Αρση του lockdown της Βουλής ζήτησε ο πρόεδρος του ΣΥΡΙΖΑ, προαναγγέλλοντας την επάνοδο των βουλευτών του κόμματός του στις συνεδριάσεις ● Βολές για τη διανομή χρήματος σε «ημετέρους» με απευθείας αναθέσεις...","21.05.2021, 06:00"
Εξορμήσεις του Μ-Λ ΚΚΕ ενάντια στο αντεργατικό έκτρωμα της κυβέρνησης, Νέες εξορμήσεις αρχίζει από αυτό το Σάββατο το Μ-Λ ΚΚΕ στην Αθήνα και στην περιφέρεια ενάντια στο αντεργατικό έκτρωμα της κυβέρνησης.,"20.05.2021, 13:44"
Αλ. Τσίπρας: Ποιοι επιβάλλουν με χρήματα νομοθετήματα στον Κ. Μητσοτάκη;, «Κακοποιητή της δημοκρατίας» χαρακτήρισε την κυβέρνηση ο Αλ. Τσίπρας ζητώντας αλλαγή του ν/σ της συνεπιμέλειας. Σπάει ο ΣΥΡΙΖΑ το λοκντάουν στη Βουλή,"20.05.2021, 13:15"
Απαιτούν δηλώσεις μετανοίας, Καταγγελία στις Σέρρες: Οι εργοδότες δεν περιμένουν καν την ψήφιση του νέου εργασιακού • Πρωτοφανής πίεση για υπερωρίες την ώρα που είναι σε διαβούλευση οι διατάξεις για την αύξηση των υπερωριών και τo 10ωρο...,"20.05.2021, 13:08"
ΑΔΕΔΥ: 24ωρη απεργιακή κινητοποίηση στις 3 Ιουνίου για το εργασιακό ν/σ," Η απόφαση αυτή αποτελεί ταυτόχρονα πρόταση που απευθύνεται σε όλες τις συνδικαλιστικές οργανώσεις του δημόσιου και ιδιωτικού τομέα (ΓΣΕΕ, ομοσπονδίες, εργατικά κέντρα) για κοινή ημερομηνία γενικής απεργίας.","20.05.2021, 11:07"
Συναγερμός στον ΣΥΡΙΖΑ για το αντεργατικό νομοσχέδιο," Σημαντική φθορά στην κυβέρνηση προκαλεί το όλο θέμα και η Κουμουνδούρου εξακολουθεί να το κρατάει ψηλά ● «Ταφόπλακα στα όνειρα των νέων» χαρακτηρίζει ο Αλ. Τσίπρας τις σχετικές διατάξεις, υπογραμμίζοντας ότι...","20.05.2021, 06:00"
Τσίπρας: Ταφόπλακα για τους νέους το νομοσχέδιο Χατζηδάκη, Την ανάγκη της αξιοποίησης των πόρων του Ταμείου Ανάκαμψης για την ενίσχυση των νέων επιστημόνων και την αποτροπή ενός νέου κύματος brain drain τόνισε ο πρόεδρος του ΣΥΡΙΖΑ-ΠΣ σε εκδήλωση του Ινστιτούτου...,"19.05.2021, 20:49"
Παρέμβαση ΚΚΕ στην Ολομέλεια του Ευρωκοινοβουλίου για το εργασιακό νομοσχέδιο," «Οι εργαζόμενοι απαιτούν να μην κατατεθεί στη Βουλή το νομοσχέδιο-έκτρωμα, να καταργηθούν όλοι οι αντεργατικοί νόμοι» τόνισε η ευρωομάδα του ΚΚΕ καταδικάζοντας «το νομοσχέδιο-έκτρωμα και τις οδηγίες της Ε.Ε.».","18.05.2021, 11:50"
Περιφέρεια Κρήτης: Σημαντικά ευρήματα για την παρενόχληση στον χώρο εργασίας," Σημαντικά ευρήματα για την παρενόχληση στο χώρο εργασίας, παρουσιάστηκαν σε ημερίδα της Περιφέρειας Κρήτης, η οποία πραγματοποιήθηκε με τη συμμετοχή πολιτών και εκπροσώπων κοινωνικών φορέων και υπηρεσιών του...","18.05.2021, 10:55"
Η υπερεργασία σκοτώνει!, Αποκαλυπτική έρευνα του Παγκόσμιου Οργανισμού Υγείας και της Διεθνούς Οργάνωσης Εργασίας αποδίδει στις πολλές ώρες δουλειάς το.ν θάνατο 645.000 ανθρώπων κάθε χρόνο και προειδοποιεί για τα θολά όρια εργάσιμου...,"18.05.2021, 06:00"
Καμπανάκι ΠΟΥ για υπερεργασία - Αυξάνει θανάτους από καρδιά και εγκεφαλικά," «Σοβαρό κίνδυνο για την υγεία τους» διατρέχουν όσοι εργάζονται πάνω από 55 ώρες την εβδομάδα, σύμφωνα με νέα μελέτη. Η πανδημία επιδεινώνει το εργασιακό ωράριο, προειδοποιεί ο ΠΟΥ.","17.05.2021, 12:32"
Καμπάνια για το ναυτικό επάγγελμα, Εκστρατεία ενημέρωσης της νέας γενιάς για τις ευκαιρίες επαγγελματικής σταδιοδρομίας που προσφέρει η θάλασσα και το ναυτικό επάγγελμα εγκαινίασε χθες η Ενωση Ελλήνων Εφοπλιστών (ΕΕΕ).,"14.05.2021, 06:00"
Α. Τσίπρας: Η αγωνία της επόμενης μέρας," Ο πρόεδρος του ΣΥΡΙΖΑ-Π.Σ. μίλησε από το Φόρουμ των Δελφών για την πανδημία, για τα εργασιακά και για την εξωτερική πολιτική.","14.05.2021, 06:00"
Μαζική πορεία κατά του αντεργατικού νομοσχεδίου, «Κάτω τα χέρια από το 8ωρο - Πάρτε πίσω το νομοσχέδιο έκτρωμα» τονίζουν χιλιάδες εργαζόμενοι που συμμετέχουν σε μεγάλο συλλαλητήριο στην Αθήνα κατά του νομοσχεδίου Χατζηδάκη.,"13.05.2021, 20:49"
Ο όψιμος ελληνικός θατσερισμός," Η σφοδρή αντιπαράθεση γύρω από το εργασιακό νομοσχέδιο μας αναγκάζει να εκτιμήσουμε το μέγεθος της απειλής που αυτό αντιπροσωπεύει για τον κόσμο της εργασίας, με βάση το εντελώς νέο εργασιακό τοπίο που έχει...","13.05.2021, 17:36"
Πολλαπλό πλήγμα στην καρδιά των συνδικάτων - Όλο το εργασιακό νομοσχέδιο," Μέτρα περαιτέρω αποδυνάμωσης των ήδη βαλλόμενων από την κρίση αντιπροσώπευσης συνδικάτων επιφέρει το νέο εργασιακό νομοσχέδιο και μάλιστα στο όνομα ποιοτικής αναβάθμισης της λειτουργίας τους, την οποία ο κ....","13.05.2021, 11:58"
Βουλή σε... καραντίνα," Tην επαναφορά του Κοινοβουλίου σε μια σχετική κανονικότητα ζητά η αντιπολίτευση, την ώρα που οι συνεδριάσεις συνεχίζουν να διεξάγονται σε σχεδόν άδεια έδρανα, παρά το πολλαπλώς διαφημισθέν άνοιγμα σχολείων,...","13.05.2021, 06:00"
Στα κάγκελα η αντιπολίτευση για το εργασιακό," ΣΥΡΙΖΑ, ΚΙΝ.ΑΛΛ., ΚΚΕ και ΜέΡΑ25 διαπιστώνουν επίθεση της κυβέρνησης σε βάρος των εργαζομένων και προεξοφλούν ότι θα καταψηφίσουν το νομοσχέδιο, αλλά και ότι θα αγωνιστούν για να το μπλοκάρουν.","13.05.2021, 06:00"
"ΠΑΜΕ: «Στείλτε για ελιές τον Χατζηδάκη, το οκτάωρο ανήκει στον εργάτη»"," «Κάτω τα χέρια από το οκτάωρο» φώναξαν χθες έξω από το υπουργείο Εργασίας μέλη του ΠΑΜΕ και συνδικάτα, την ώρα που κυβερνητικά στελέχη πραγματοποιούσαν τηλεπαρουσίαση του νέου νομοσχεδίου για τα εργασιακά, το...","13.05.2021, 06:00"
ΓΣΕΕ: Να αποσυρθεί κάθε αντεργατική διάταξη του εργασιακού νομοσχεδίου, Γενικές και επί των αρχών παρατηρήσεις κάνει η Γενική Συνομοσπονδία Εργατών Ελλάδας στο «νομοσχέδιο Χατζηδάκη» εν αναμονή της ανάρτησης για δημόσια διαβούλευση των σχετικών διατάξεων.,"12.05.2021, 19:32"
Το μέλλον της εργασίας στην 4η βιομηχανική επανάσταση, Οι πόροι που θα χρηματοδοτήσουν το Ελληνικό Σχέδιο Ανάκαμψης και Ανθεκτικότητας πρέπει να διατεθούν μέσα από ένα συνεκτικό σχέδιο το οποίο θα πυροδοτεί την αναγκαία αλλαγή αναπτυξιακού υποδείγματος με στόχο τη...,"12.05.2021, 17:33"
